player_id,player_name,player_url,team_id,team_name,table_source,nationality,position,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,nationality_189,position_189,age_189,gk_games,gk_games_starts,gk_minutes,minutes_90s_189,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_goals_against_189,gk_pens_allowed_189,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,goals_189,shots,shots_on_target,shots_per90,shots_on_target_per90,shots_free_kicks,pens_made_189,pens_att_189,xg_189,npxg_189,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists_189,xg_assist_189,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes_189,passes_189,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed_189,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_tackled,carries,carries_distance,carries_progressive_distance,progressive_carries_189,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received_189,games_189,minutes_189,minutes_per_game,minutes_pct,games_starts_189,minutes_per_start,games_complete,games_subs,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,cards_yellow_189,cards_red_189,cards_yellow_red,fouls,fouled,offsides,crosses_189,interceptions_189,tackles_won_189,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,shots_on_target_pct,goals_per_shot,goals_per_shot_on_target,average_shot_distance,npxg_per_shot,take_ons_won_pct,take_ons_tackled_pct,plus_minus_wowy,xg_plus_minus_wowy,minutes_per_sub,gk_pens_save_pct
93514385,Amanda Ilestedt,https://fbref.com/en/players/93514385/Amanda-Ilestedt,411b1108,Arsenal,stats_standard_189,se SWE,DF,31.0,3,0,16,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,se SWE,DF,31.0,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,81.3,240.0,127.0,5.0,5.0,100.0,7.0,8.0,87.5,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,16.0,15.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,5.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,19.0,0.0,6.0,9.0,4.0,0.0,19.0,1.0,0.0,1.0,11.0,52.0,43.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,3,16,5.0,0.8,0,,0,3,5,3.0,0.0,0.0,0,0.0,0.5,0.6,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,100.0,-1.65,-1.53,5.0,
f8146853,Laura Wienroither,https://fbref.com/en/players/f8146853/Laura-Wienroither,411b1108,Arsenal,stats_standard_189,at AUT,DF,25.0,1,0,16,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,at AUT,DF,25.0,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,91.7,200.0,20.0,5.0,5.0,100.0,5.0,6.0,83.3,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,5.63,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.63,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,15.0,0.0,9.0,5.0,2.0,0.0,15.0,0.0,0.0,0.0,9.0,74.0,51.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,1,16,16.0,0.8,0,,0,1,6,3.0,1.0,0.0,+1,+5.63,0.6,0.2,+0.4,+2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,+4.02,+1.20,16.0,
5b5cd763,Kathrine Kühl,https://fbref.com/en/players/5b5cd763/Kathrine-Kuhl,411b1108,Arsenal,stats_standard_189,dk DEN,MF,21.0,1,0,7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dk DEN,MF,21.0,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,100.0,149.0,60.0,7.0,7.0,100.0,4.0,4.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,5.0,5.0,1.0,0.0,11.0,0.0,0.0,0.0,9.0,16.0,5.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,1,7,7.0,0.4,0,,0,1,8,3.0,1.0,0.0,+1,+12.86,0.6,0.1,+0.5,+6.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,+11.26,+5.14,7.0,
36d3689e,Freya Godfrey,https://fbref.com/en/players/36d3689e/Freya-Godfrey,411b1108,Arsenal,stats_standard_189,eng ENG,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng ENG,FW,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1f5302b,Niamh Peacock,https://fbref.com/en/players/e1f5302b/Niamh-Peacock,411b1108,Arsenal,stats_standard_189,eng ENG,DF,16.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng ENG,DF,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c9d12a7,Naomi Williams,https://fbref.com/en/players/5c9d12a7/Naomi-Williams,411b1108,Arsenal,stats_standard_189,eng ENG,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng ENG,GK,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
087316e6,Maya Le Tissier,https://fbref.com/en/players/087316e6/Maya-Le-Tissier,0bbd83f6,Manchester Utd,stats_standard_189,eng ENG,DF,22.0,22,22,"1,980",22.0,3.0,1.0,4.0,1.0,2.0,2.0,4.0,0.0,1.8,0.3,1.9,2.2,13.0,114.0,4.0,0.14,0.05,0.18,0.05,0.09,0.08,0.09,0.17,0.02,0.1,eng ENG,DF,22.0,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,2.0,0.32,0.09,1.0,2.0,2.0,1.8,0.3,+1.2,+0.7,1115.0,1426.0,78.2,25102.0,11699.0,242.0,284.0,85.2,675.0,753.0,89.6,186.0,353.0,52.7,1.0,1.9,1.5,-0.9,10.0,133.0,17.0,3.0,114.0,1426.0,1320.0,98.0,74.0,1.0,3.0,18.0,18.0,4.0,4.0,0.0,0.0,1115.0,8.0,12.0,36.0,1.64,30.0,5.0,0.0,1.0,0.0,0.0,6.0,0.27,5.0,0.0,0.0,1.0,0.0,0.0,41.0,29.0,26.0,14.0,1.0,19.0,32.0,59.4,13.0,33.0,16.0,17.0,25.0,66.0,101.0,2.0,1661.0,210.0,831.0,760.0,82.0,14.0,1659.0,2.0,1.0,1.0,952.0,5139.0,3073.0,13.0,6.0,0.0,9.0,4.0,1042.0,4.0,22,"1,980",90.0,100.0,22,90.0,22,0,0,2.0,41.0,16.0,+25,+1.14,37.4,22.5,+14.9,+0.68,4.0,0.0,0.0,10.0,12.0,1.0,18.0,25.0,29.0,0.0,0.0,0.0,140.0,43.0,22.0,66.2,28.6,0.14,0.5,24.4,0.05,50.0,50.0,,,,
3cbb2e2c,Phallon Tullis-Joyce,https://fbref.com/en/players/3cbb2e2c/Phallon-Tullis-Joyce,0bbd83f6,Manchester Utd,stats_standard_189,us USA,GK,27.0,22,22,"1,980",22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,us USA,GK,27.0,22.0,22.0,"1,980",22.0,16.0,0.73,77.0,61.0,83.1,13.0,5.0,4.0,13.0,59.1,3.0,3.0,0.0,0.0,16.0,3.0,0.0,3.0,0.0,22.8,0.27,+6.8,+0.31,39.0,164.0,23.8,418.0,46.0,26.8,28.3,123.0,42.3,30.8,234.0,16.0,6.8,18.0,0.82,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,543.0,68.3,7868.0,5779.0,129.0,130.0,99.2,172.0,180.0,95.6,67.0,228.0,29.4,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,543.0,385.0,156.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,2.0,0.0,5.0,0.23,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,583.0,491.0,578.0,6.0,0.0,0.0,583.0,1.0,1.0,0.0,325.0,1797.0,1022.0,0.0,0.0,0.0,1.0,0.0,262.0,0.0,22,"1,980",90.0,100.0,22,90.0,22,0,0,2.0,41.0,16.0,+25,+1.14,37.4,22.5,+14.9,+0.68,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,11.0,1.0,91.7,,,,,,100.0,0.0,,,,0.0
53926a7a,Millie Turner,https://fbref.com/en/players/53926a7a/Millie-Turner,0bbd83f6,Manchester Utd,stats_standard_189,eng ENG,DF,28.0,21,21,"1,890",21.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.6,14.0,71.0,5.0,0.0,0.05,0.05,0.0,0.05,0.02,0.01,0.03,0.02,0.03,eng ENG,DF,28.0,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,2.0,0.38,0.1,0.0,0.0,0.0,0.5,0.5,-0.5,-0.5,922.0,1064.0,86.7,16666.0,5976.0,326.0,363.0,89.8,517.0,558.0,92.7,60.0,107.0,56.1,1.0,0.1,0.3,+0.9,3.0,67.0,4.0,1.0,71.0,1064.0,1035.0,24.0,20.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,922.0,5.0,5.0,14.0,0.67,13.0,0.0,0.0,1.0,0.0,0.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,28.0,17.0,16.0,5.0,7.0,13.0,19.0,68.4,6.0,32.0,25.0,7.0,20.0,48.0,108.0,3.0,1293.0,173.0,660.0,563.0,74.0,17.0,1293.0,7.0,5.0,2.0,691.0,3242.0,1763.0,14.0,8.0,3.0,10.0,6.0,830.0,5.0,21,"1,890",90.0,95.5,21,90.0,21,0,0,1.95,39.0,16.0,+23,+1.10,34.2,22.2,+11.9,+0.57,2.0,0.0,0.0,11.0,6.0,3.0,3.0,20.0,17.0,0.0,0.0,0.0,67.0,44.0,35.0,55.7,25.0,0.0,0.0,23.0,0.06,71.4,28.6,-0.9,-2.37,,
71657eba,Grace Clinton,https://fbref.com/en/players/71657eba/Grace-Clinton,0bbd83f6,Manchester Utd,stats_standard_189,eng ENG,"MF,FW",21.0,21,19,"1,675",18.6,8.0,0.0,8.0,8.0,0.0,0.0,4.0,0.0,5.4,5.4,2.8,8.1,21.0,59.0,72.0,0.43,0.0,0.43,0.43,0.43,0.29,0.15,0.44,0.29,0.44,eng ENG,"MF,FW",21.0,,,,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,43.0,17.0,2.31,0.91,1.0,0.0,0.0,5.4,5.4,+2.6,+2.6,488.0,676.0,72.2,7576.0,1873.0,260.0,302.0,86.1,180.0,249.0,72.3,35.0,74.0,47.3,0.0,2.8,2.5,-2.8,26.0,33.0,15.0,3.0,59.0,676.0,636.0,33.0,5.0,8.0,0.0,39.0,8.0,19.0,14.0,3.0,1.0,488.0,7.0,19.0,56.0,3.01,36.0,3.0,8.0,5.0,1.0,3.0,6.0,0.32,3.0,0.0,1.0,0.0,0.0,2.0,86.0,54.0,38.0,30.0,18.0,38.0,68.0,55.9,30.0,41.0,1.0,40.0,7.0,93.0,17.0,0.0,987.0,25.0,165.0,474.0,367.0,66.0,987.0,72.0,29.0,43.0,479.0,2482.0,843.0,21.0,26.0,7.0,52.0,42.0,529.0,72.0,21,"1,675",80.0,84.6,19,86.0,14,2,1,1.95,33.0,13.0,+20,+1.07,30.6,19.7,+10.9,+0.59,4.0,0.0,0.0,31.0,21.0,3.0,39.0,7.0,54.0,0.0,1.0,0.0,160.0,20.0,25.0,44.4,39.5,0.19,0.47,17.8,0.12,40.3,59.7,-0.4,-0.59,18.0,
800b668b,Dominique Janssen,https://fbref.com/en/players/800b668b/Dominique-Janssen,0bbd83f6,Manchester Utd,stats_standard_189,nl NED,"MF,DF",29.0,21,19,"1,657",18.4,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,1.2,1.2,0.8,2.0,9.0,75.0,22.0,0.11,0.11,0.22,0.11,0.22,0.07,0.04,0.11,0.07,0.11,nl NED,"MF,DF",29.0,,,,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,18.0,4.0,0.98,0.22,1.0,0.0,0.0,1.2,1.2,+0.8,+0.8,613.0,784.0,78.2,10024.0,3342.0,304.0,351.0,86.6,255.0,307.0,83.1,39.0,79.0,49.4,2.0,0.8,0.9,+1.2,8.0,66.0,8.0,1.0,75.0,784.0,773.0,10.0,8.0,2.0,5.0,9.0,2.0,0.0,0.0,0.0,0.0,613.0,1.0,10.0,22.0,1.19,18.0,0.0,1.0,2.0,0.0,1.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,36.0,19.0,15.0,14.0,7.0,14.0,34.0,41.2,20.0,27.0,7.0,20.0,12.0,48.0,33.0,0.0,984.0,56.0,264.0,544.0,188.0,13.0,984.0,11.0,6.0,5.0,474.0,2180.0,1006.0,9.0,18.0,2.0,33.0,20.0,570.0,22.0,21,"1,657",79.0,83.7,19,86.0,15,2,1,1.95,34.0,14.0,+20,+1.09,31.5,19.7,+11.8,+0.64,2.0,0.0,0.0,21.0,7.0,0.0,9.0,12.0,19.0,0.0,0.0,0.0,107.0,26.0,24.0,52.0,22.2,0.11,0.5,25.4,0.07,54.5,45.5,-0.31,-0.23,14.0,
77f78f83,Elisabeth Terland,https://fbref.com/en/players/77f78f83/Elisabeth-Terland,0bbd83f6,Manchester Utd,stats_standard_189,no NOR,FW,23.0,20,18,"1,563",17.4,10.0,5.0,15.0,10.0,0.0,0.0,0.0,0.0,9.6,9.6,2.5,12.1,15.0,24.0,70.0,0.58,0.29,0.86,0.58,0.86,0.55,0.14,0.69,0.55,0.69,no NOR,FW,23.0,,,,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,65.0,25.0,3.74,1.44,0.0,0.0,0.0,9.6,9.6,+0.4,+0.4,153.0,245.0,62.4,1990.0,377.0,95.0,142.0,66.9,43.0,52.0,82.7,4.0,10.0,40.0,5.0,2.5,0.6,+2.5,14.0,9.0,7.0,0.0,24.0,245.0,231.0,11.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,153.0,3.0,11.0,33.0,1.9,21.0,0.0,5.0,5.0,1.0,1.0,7.0,0.4,4.0,0.0,1.0,2.0,0.0,0.0,25.0,14.0,2.0,12.0,11.0,6.0,13.0,46.2,7.0,15.0,0.0,15.0,4.0,29.0,8.0,0.0,440.0,15.0,35.0,161.0,254.0,104.0,440.0,13.0,6.0,7.0,214.0,1035.0,515.0,15.0,12.0,6.0,39.0,19.0,266.0,70.0,20,"1,563",78.0,78.9,18,83.0,9,2,0,2.05,35.0,14.0,+21,+1.21,29.3,16.5,+12.9,+0.74,0.0,0.0,0.0,32.0,16.0,12.0,10.0,4.0,14.0,0.0,0.0,0.0,53.0,32.0,43.0,42.7,38.5,0.15,0.4,13.6,0.15,46.2,53.8,+0.35,+0.30,37.0,
a706e82f,Gabrielle George,https://fbref.com/en/players/a706e82f/Gabrielle-George,0bbd83f6,Manchester Utd,stats_standard_189,eng ENG,DF,27.0,19,18,"1,311",14.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,1.3,2.0,16.0,67.0,43.0,0.0,0.0,0.0,0.0,0.0,0.05,0.09,0.14,0.05,0.14,eng ENG,DF,27.0,,,,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,1.0,0.41,0.07,2.0,0.0,0.0,0.7,0.7,-0.7,-0.7,518.0,743.0,69.7,7933.0,3808.0,282.0,335.0,84.2,190.0,264.0,72.0,32.0,93.0,34.4,0.0,1.3,1.4,-1.3,16.0,38.0,14.0,5.0,67.0,743.0,523.0,220.0,17.0,0.0,0.0,66.0,169.0,34.0,25.0,3.0,0.0,518.0,0.0,23.0,26.0,1.78,18.0,7.0,0.0,0.0,0.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,36.0,21.0,16.0,17.0,3.0,13.0,19.0,68.4,6.0,22.0,4.0,18.0,26.0,62.0,57.0,0.0,939.0,47.0,269.0,386.0,290.0,12.0,939.0,16.0,8.0,8.0,333.0,1487.0,662.0,16.0,16.0,2.0,17.0,10.0,402.0,43.0,19,"1,311",69.0,66.2,18,72.0,6,1,2,2.0,26.0,10.0,+16,+1.10,24.8,15.3,+9.5,+0.65,6.0,0.0,0.0,22.0,6.0,6.0,66.0,26.0,21.0,0.0,0.0,0.0,52.0,24.0,18.0,57.1,16.7,0.0,0.0,16.6,0.11,50.0,50.0,-0.11,-0.07,8.0,
827f4be5,Celin Ildhusøy,https://fbref.com/en/players/827f4be5/Celin-Ildhusoy,0bbd83f6,Manchester Utd,stats_standard_189,no NOR,"FW,MF",22.0,22,17,"1,468",16.3,2.0,5.0,7.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,3.8,6.8,38.0,32.0,110.0,0.12,0.31,0.43,0.12,0.43,0.19,0.23,0.42,0.19,0.42,no NOR,"FW,MF",22.0,,,,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,25.0,7.0,1.53,0.43,0.0,0.0,0.0,3.0,3.0,-1.0,-1.0,376.0,527.0,71.3,5446.0,1403.0,219.0,257.0,85.2,124.0,178.0,69.7,18.0,45.0,40.0,5.0,3.8,3.6,+1.2,22.0,17.0,19.0,12.0,32.0,527.0,491.0,31.0,5.0,1.0,1.0,61.0,25.0,1.0,1.0,0.0,0.0,376.0,5.0,27.0,40.0,2.45,27.0,0.0,5.0,3.0,3.0,2.0,8.0,0.49,6.0,0.0,1.0,0.0,1.0,0.0,52.0,34.0,15.0,29.0,8.0,24.0,46.0,52.2,22.0,31.0,1.0,30.0,28.0,80.0,16.0,0.0,794.0,19.0,128.0,313.0,369.0,69.0,794.0,68.0,32.0,33.0,451.0,2821.0,1169.0,38.0,17.0,17.0,44.0,32.0,448.0,110.0,22,"1,468",67.0,74.1,17,79.0,7,5,0,2.0,28.0,15.0,+13,+0.80,26.7,18.5,+8.2,+0.50,1.0,0.0,0.0,27.0,18.0,3.0,61.0,28.0,34.0,1.0,0.0,0.0,98.0,3.0,17.0,15.0,28.0,0.08,0.29,17.1,0.12,47.1,48.5,-1.31,-0.68,25.0,
c3d37cec,Leah Galton,https://fbref.com/en/players/c3d37cec/Leah-Galton,0bbd83f6,Manchester Utd,stats_standard_189,eng ENG,"FW,DF",30.0,18,17,"1,440",16.0,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,4.3,4.3,2.6,6.8,28.0,28.0,119.0,0.31,0.12,0.44,0.31,0.44,0.27,0.16,0.43,0.27,0.43,eng ENG,"FW,DF",30.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,19.0,9.0,1.19,0.56,0.0,0.0,0.0,4.3,4.3,+0.7,+0.7,362.0,515.0,70.3,5167.0,1387.0,208.0,261.0,79.7,124.0,161.0,77.0,15.0,50.0,30.0,2.0,2.6,3.3,-0.6,22.0,19.0,12.0,5.0,28.0,515.0,481.0,32.0,1.0,1.0,1.0,36.0,28.0,3.0,3.0,0.0,0.0,362.0,2.0,16.0,45.0,2.81,39.0,0.0,4.0,2.0,0.0,0.0,5.0,0.31,4.0,0.0,1.0,0.0,0.0,0.0,16.0,13.0,5.0,6.0,5.0,3.0,12.0,25.0,9.0,24.0,1.0,23.0,7.0,23.0,27.0,0.0,670.0,14.0,125.0,247.0,304.0,55.0,670.0,23.0,10.0,12.0,336.0,1679.0,744.0,28.0,8.0,15.0,29.0,15.0,438.0,119.0,18,"1,440",80.0,72.7,17,83.0,11,1,0,2.11,35.0,13.0,+22,+1.37,30.1,15.3,+14.8,+0.92,0.0,0.0,0.0,6.0,9.0,9.0,36.0,7.0,13.0,0.0,0.0,0.0,51.0,30.0,16.0,65.2,47.4,0.26,0.56,10.6,0.22,43.5,52.2,+0.87,+0.90,30.0,
0a67bf24,Jayde Riviere,https://fbref.com/en/players/0a67bf24/Jayde-Riviere,0bbd83f6,Manchester Utd,stats_standard_189,ca CAN,DF,23.0,18,17,"1,421",15.8,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,2.3,2.4,40.0,77.0,56.0,0.0,0.13,0.13,0.0,0.13,0.0,0.15,0.15,0.0,0.15,ca CAN,DF,23.0,,,,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.13,0.06,0.0,0.0,0.0,0.1,0.1,-0.1,-0.1,529.0,775.0,68.3,9507.0,4290.0,221.0,261.0,84.7,239.0,341.0,70.1,53.0,130.0,40.8,2.0,2.3,2.0,-0.3,14.0,62.0,21.0,9.0,77.0,775.0,608.0,160.0,10.0,0.0,1.0,53.0,149.0,1.0,0.0,0.0,0.0,529.0,7.0,11.0,42.0,2.66,31.0,6.0,0.0,0.0,3.0,2.0,5.0,0.32,5.0,0.0,0.0,0.0,0.0,0.0,50.0,33.0,21.0,21.0,8.0,16.0,25.0,64.0,9.0,13.0,1.0,12.0,29.0,79.0,55.0,0.0,969.0,34.0,280.0,466.0,237.0,8.0,969.0,27.0,18.0,7.0,469.0,2681.0,1339.0,40.0,20.0,2.0,23.0,9.0,481.0,56.0,18,"1,421",79.0,71.8,17,82.0,7,1,0,2.06,28.0,9.0,+19,+1.20,28.2,15.0,+13.1,+0.83,1.0,0.0,0.0,4.0,32.0,1.0,53.0,29.0,33.0,0.0,1.0,0.0,77.0,12.0,12.0,50.0,50.0,0.0,0.0,28.3,0.04,66.7,25.9,+0.24,+0.55,30.0,
